Accident_ID,Date_Time,Location,Severity,Weather_Condition,Road_Condition,Vehicle_Type,Driver_Age,Casualties_Count,Cause_of_Accident
1143,2/23/2023 17:55,Mumbai,Severe,Clear,Potholes,Car,46,5,Red Light Violation
1144,6/4/2024 17:37,Pune,Severe,Rainy,Icy,Car,50,2,Drunk Driving
1145,7/20/2024 5:36,Kolkata,Moderate,Rainy,Dry,Car,26,3,Weather
1146,10/24/2024 14:48,Delhi,Moderate,Windy,Icy,Car,39,5,Weather
1147,5/13/2024 11:50,Mumbai,Moderate,Rainy,Icy,Bike,48,2,Bad Road Condition
1148,4/22/2024 6:31,Bangalore,Minor,Snowy,Wet,Car,39,0,Speeding
1149,7/25/2023 3:35,Pune,Minor,Clear,Wet,Car,49,1,Bad Road Condition
1150,11/29/2023 13:42,Kolkata,Severe,Rainy,Icy,Auto Rickshaw,35,3,Drunk Driving
1151,9/16/2024 6:33,Mumbai,Minor,Windy,Potholes,Truck,55,5,Drunk Driving
1152,8/28/2024 23:21,Mumbai,Severe,Rainy,Icy,Auto Rickshaw,44,2,Brake Failure
1153,9/7/2024 9:56,Bangalore,Minor,Clear,Under Construction,Bus,47,5,Speeding
1154,3/9/2024 11:57,Pune,Moderate,Clear,Wet,Auto Rickshaw,54,1,Brake Failure
1155,9/6/2023 3:45,Ahmedabad,Moderate,Foggy,Icy,Car,47,5,Bad Road Condition
1156,6/25/2024 16:44,Delhi,Moderate,Windy,Wet,Truck,25,4,Weather
1157,9/18/2023 7:22,Pune,Minor,Windy,Potholes,Auto Rickshaw,37,4,Overtaking
1158,4/24/2023 11:44,Delhi,Severe,Clear,Dry,Car,36,0,Drunk Driving
1159,10/28/2023 12:41,Delhi,Minor,Clear,Dry,Auto Rickshaw,20,0,Weather
1160,7/23/2023 15:01,Pune,Severe,Windy,Icy,Bicycle,49,1,Brake Failure
1161,11/12/2024 16:39,Kolkata,Severe,Clear,Icy,Car,22,4,Bad Road Condition
1162,8/6/2024 17:29,Delhi,Minor,Windy,Under Construction,Truck,37,5,Weather
1163,10/17/2023 1:44,Delhi,Moderate,Snowy,Under Construction,Bus,23,5,Red Light Violation
1164,6/14/2023 5:41,Chennai,Severe,Clear,Potholes,Truck,58,5,Overtaking
1165,3/9/2023 9:15,Delhi,Moderate,Foggy,Under Construction,Bicycle,54,1,Bad Road Condition
1166,10/17/2024 5:03,Ahmedabad,Moderate,Windy,Icy,Bus,55,2,Bad Road Condition
1167,9/1/2023 13:02,Delhi,Severe,Rainy,Under Construction,Auto Rickshaw,47,2,Drunk Driving
1168,7/21/2023 1:50,Pune,Severe,Clear,Under Construction,Auto Rickshaw,53,4,Overtaking
1169,11/4/2024 12:02,Chennai,Minor,Snowy,Icy,Truck,24,2,Speeding
1170,11/1/2023 15:25,Bangalore,Moderate,Foggy,Dry,Bike,45,4,Speeding
1171,1/23/2024 14:41,Hyderabad,Severe,Snowy,Potholes,Car,46,2,Weather
1172,8/6/2024 4:09,Bangalore,Severe,Windy,Dry,Truck,63,1,Brake Failure
1173,3/31/2023 2:25,Ahmedabad,Minor,Windy,Wet,Bike,60,1,Weather
1174,12/18/2023 5:57,Kolkata,Moderate,Rainy,Under Construction,Truck,53,4,Red Light Violation
1175,10/15/2024 7:46,Delhi,Severe,Snowy,Under Construction,Bicycle,30,1,Bad Road Condition
1176,1/21/2024 20:39,Kolkata,Moderate,Windy,Icy,Bike,42,5,Weather
1177,5/2/2023 5:49,Pune,Severe,Snowy,Under Construction,Bus,57,5,Bad Road Condition
1178,10/18/2024 21:21,Chennai,Moderate,Snowy,Wet,Car,19,4,Overtaking
1179,2/4/2023 5:58,Chennai,Severe,Rainy,Dry,Bus,51,2,Overtaking
1180,1/21/2023 14:13,Kolkata,Minor,Rainy,Dry,Bicycle,60,2,Weather
1181,7/18/2024 13:50,Chennai,Moderate,Clear,Icy,Auto Rickshaw,26,3,Brake Failure
1182,11/10/2023 22:12,Hyderabad,Moderate,Foggy,Wet,Bike,48,0,Overtaking
1183,12/15/2024 20:35,Ahmedabad,Moderate,Clear,Under Construction,Truck,39,1,Brake Failure
1184,9/6/2023 9:11,Chennai,Moderate,Windy,Potholes,Truck,58,5,Speeding
1185,2/14/2024 4:36,Delhi,Moderate,Foggy,Wet,Auto Rickshaw,61,3,Bad Road Condition
1186,1/18/2023 6:37,Chennai,Minor,Clear,Icy,Bike,36,5,Red Light Violation
1187,3/9/2023 14:46,Bangalore,Minor,Rainy,Under Construction,Bike,53,1,Bad Road Condition
1188,8/11/2023 8:49,Kolkata,Moderate,Snowy,Dry,Auto Rickshaw,50,2,Drunk Driving
1189,7/17/2024 3:02,Chennai,Moderate,Snowy,Dry,Bus,57,1,Red Light Violation
1190,3/8/2023 16:09,Ahmedabad,Severe,Snowy,Under Construction,Bike,33,4,Weather
1191,10/1/2024 22:52,Chennai,Severe,Clear,Under Construction,Auto Rickshaw,61,4,Bad Road Condition
1192,1/19/2023 20:49,Pune,Moderate,Foggy,Icy,Bicycle,31,3,Speeding
1193,8/4/2024 12:22,Kolkata,Severe,Foggy,Potholes,Bicycle,43,2,Red Light Violation
1194,8/5/2024 14:20,Hyderabad,Moderate,Windy,Potholes,Bike,52,2,Drunk Driving
1195,10/28/2024 14:41,Bangalore,Moderate,Rainy,Dry,Bicycle,29,5,Overtaking
1196,8/17/2024 21:26,Ahmedabad,Severe,Clear,Potholes,Auto Rickshaw,39,3,Brake Failure
1197,11/13/2023 1:38,Bangalore,Moderate,Foggy,Under Construction,Bike,65,5,Drunk Driving
1198,10/19/2023 0:49,Delhi,Moderate,Snowy,Icy,Car,52,0,Weather
1199,12/31/2023 6:08,Ahmedabad,Moderate,Clear,Wet,Truck,33,3,Brake Failure
1200,7/9/2024 2:30,Hyderabad,Severe,Windy,Icy,Bus,52,2,Weather
1201,3/8/2024 2:42,Delhi,Minor,Foggy,Dry,Bus,27,2,Drunk Driving
1202,9/20/2024 21:19,Pune,Severe,Snowy,Dry,Bicycle,56,1,Brake Failure
1203,1/24/2023 19:23,Chennai,Severe,Foggy,Wet,Bicycle,25,4,Brake Failure
1204,10/8/2024 2:26,Hyderabad,Moderate,Rainy,Under Construction,Bus,46,1,Red Light Violation
1205,3/1/2023 11:37,Mumbai,Minor,Rainy,Dry,Bus,20,2,Drunk Driving
1206,12/7/2023 22:24,Delhi,Minor,Windy,Potholes,Auto Rickshaw,45,3,Weather
1207,12/25/2024 17:08,Kolkata,Moderate,Rainy,Dry,Auto Rickshaw,50,1,Red Light Violation
1208,2/26/2024 12:44,Chennai,Moderate,Windy,Wet,Bike,40,0,Red Light Violation
1209,12/8/2023 10:02,Mumbai,Moderate,Windy,Wet,Truck,54,1,Bad Road Condition
1210,4/12/2023 7:33,Kolkata,Moderate,Windy,Wet,Truck,42,0,Drunk Driving
1211,2/27/2024 17:30,Kolkata,Severe,Windy,Potholes,Car,23,0,Overtaking
1212,9/12/2024 19:18,Chennai,Moderate,Rainy,Under Construction,Truck,37,5,Speeding
1213,11/19/2023 5:56,Hyderabad,Minor,Snowy,Under Construction,Auto Rickshaw,30,2,Drunk Driving
1214,1/31/2024 9:03,Chennai,Severe,Foggy,Wet,Bicycle,65,2,Brake Failure
1215,8/22/2024 0:52,Ahmedabad,Severe,Windy,Icy,Bike,21,0,Weather
1216,2/9/2024 21:12,Chennai,Severe,Rainy,Potholes,Truck,32,2,Bad Road Condition
1217,3/14/2023 14:56,Kolkata,Moderate,Foggy,Under Construction,Car,29,1,Weather
1218,8/20/2024 21:37,Delhi,Minor,Foggy,Wet,Truck,46,3,Overtaking
1219,10/16/2023 5:06,Delhi,Severe,Rainy,Dry,Bicycle,55,1,Speeding
1220,9/10/2024 8:59,Kolkata,Minor,Foggy,Icy,Car,51,5,Red Light Violation
1221,7/13/2023 1:18,Delhi,Minor,Snowy,Under Construction,Auto Rickshaw,30,3,Weather
1222,10/2/2023 8:32,Bangalore,Moderate,Foggy,Wet,Auto Rickshaw,56,4,Brake Failure
1223,8/23/2023 6:46,Pune,Minor,Snowy,Potholes,Bus,38,1,Weather
1224,8/20/2024 15:57,Bangalore,Moderate,Snowy,Icy,Bike,37,2,Overtaking
1225,8/17/2024 18:35,Pune,Minor,Snowy,Potholes,Car,48,2,Overtaking
1226,8/13/2023 8:32,Kolkata,Moderate,Foggy,Icy,Bike,18,1,Speeding
1227,2/24/2024 2:29,Bangalore,Minor,Clear,Icy,Bike,42,0,Speeding
1228,3/15/2023 19:54,Chennai,Minor,Rainy,Wet,Auto Rickshaw,28,0,Overtaking
1229,10/31/2024 22:02,Ahmedabad,Minor,Clear,Under Construction,Bike,29,5,Drunk Driving
1230,6/9/2023 19:09,Delhi,Minor,Snowy,Under Construction,Bus,62,3,Bad Road Condition
1231,12/3/2023 4:06,Delhi,Moderate,Snowy,Wet,Truck,26,1,Overtaking
1232,11/22/2023 23:53,Mumbai,Moderate,Clear,Dry,Bike,25,3,Weather
1233,6/2/2023 15:03,Bangalore,Moderate,Clear,Icy,Car,41,4,Red Light Violation
1234,4/26/2023 17:04,Ahmedabad,Minor,Foggy,Dry,Truck,64,4,Speeding
1235,4/30/2023 21:20,Hyderabad,Severe,Windy,Wet,Bus,52,4,Bad Road Condition
1236,8/31/2024 10:06,Delhi,Minor,Snowy,Wet,Bus,23,4,Bad Road Condition
1237,4/4/2024 5:53,Bangalore,Moderate,Snowy,Dry,Bicycle,49,3,Weather
1238,3/24/2023 5:38,Hyderabad,Minor,Snowy,Wet,Bike,42,4,Brake Failure
1239,8/12/2024 23:51,Bangalore,Severe,Windy,Potholes,Truck,57,1,Overtaking
1240,3/17/2024 21:19,Bangalore,Minor,Snowy,Potholes,Auto Rickshaw,59,1,Overtaking
1241,6/24/2023 12:48,Bangalore,Moderate,Rainy,Dry,Bike,53,5,Red Light Violation
1242,7/2/2023 9:59,Ahmedabad,Minor,Windy,Under Construction,Bicycle,39,2,Speeding
1243,12/12/2024 12:49,Mumbai,Minor,Windy,Potholes,Truck,18,3,Drunk Driving
1244,9/17/2024 20:45,Ahmedabad,Moderate,Snowy,Wet,Bus,50,1,Overtaking
1245,8/18/2024 1:28,Ahmedabad,Moderate,Foggy,Icy,Auto Rickshaw,54,2,Drunk Driving
1246,7/15/2023 16:27,Mumbai,Minor,Snowy,Icy,Car,36,1,Speeding
1247,9/27/2024 15:44,Hyderabad,Minor,Foggy,Wet,Bus,52,3,Red Light Violation
1248,12/10/2023 10:31,Pune,Severe,Foggy,Dry,Bike,26,2,Weather
1249,10/18/2024 10:42,Hyderabad,Minor,Clear,Potholes,Bus,26,4,Drunk Driving
1250,7/29/2023 3:20,Chennai,Moderate,Foggy,Potholes,Car,30,3,Bad Road Condition
1251,2/19/2024 4:41,Chennai,Minor,Windy,Dry,Car,34,4,Red Light Violation
1252,7/19/2024 23:11,Pune,Minor,Windy,Potholes,Bicycle,22,5,Speeding
1253,7/15/2023 10:46,Kolkata,Moderate,Snowy,Dry,Car,44,0,Drunk Driving
1254,12/22/2023 0:29,Pune,Minor,Foggy,Wet,Bike,50,1,Drunk Driving
1255,3/30/2023 7:06,Chennai,Minor,Clear,Icy,Truck,62,1,Overtaking
1256,5/13/2024 21:38,Ahmedabad,Severe,Windy,Potholes,Car,37,2,Overtaking
1257,6/10/2023 6:00,Delhi,Severe,Snowy,Icy,Bus,42,5,Brake Failure
1258,11/25/2023 17:53,Ahmedabad,Severe,Foggy,Dry,Bus,39,2,Bad Road Condition
1259,5/11/2023 11:52,Bangalore,Severe,Snowy,Potholes,Car,56,5,Brake Failure
1260,6/26/2024 18:07,Chennai,Severe,Clear,Potholes,Bus,24,5,Brake Failure
1261,3/1/2023 2:05,Pune,Severe,Foggy,Potholes,Auto Rickshaw,62,2,Weather
1262,9/5/2023 21:47,Mumbai,Moderate,Foggy,Under Construction,Car,58,2,Weather
1263,10/8/2023 21:21,Ahmedabad,Moderate,Clear,Dry,Car,61,1,Speeding
1264,6/19/2023 21:27,Hyderabad,Severe,Snowy,Icy,Bus,49,1,Weather
1265,12/21/2023 6:20,Delhi,Severe,Rainy,Potholes,Bicycle,49,0,Speeding
1266,6/3/2024 14:20,Kolkata,Moderate,Clear,Potholes,Bike,42,2,Brake Failure
1267,1/18/2023 16:01,Mumbai,Minor,Rainy,Dry,Auto Rickshaw,24,5,Red Light Violation
1268,2/22/2024 20:14,Kolkata,Minor,Rainy,Dry,Auto Rickshaw,28,0,Speeding
1269,10/16/2023 17:47,Chennai,Moderate,Snowy,Dry,Auto Rickshaw,28,1,Bad Road Condition
1270,10/11/2023 8:38,Chennai,Minor,Rainy,Dry,Bus,35,2,Speeding
1271,10/10/2023 3:28,Pune,Moderate,Snowy,Wet,Truck,49,0,Red Light Violation
1272,11/20/2023 14:00,Ahmedabad,Moderate,Snowy,Potholes,Bicycle,44,2,Red Light Violation
1273,7/18/2024 12:07,Chennai,Severe,Rainy,Wet,Auto Rickshaw,29,2,Drunk Driving
1274,8/10/2023 22:08,Mumbai,Severe,Windy,Dry,Bus,53,4,Brake Failure
1275,7/24/2023 10:25,Delhi,Minor,Windy,Dry,Truck,55,5,Overtaking
1276,3/20/2023 4:12,Bangalore,Severe,Snowy,Wet,Auto Rickshaw,29,0,Weather
1277,11/11/2024 17:16,Pune,Severe,Clear,Icy,Auto Rickshaw,31,3,Red Light Violation
1278,5/18/2024 22:17,Ahmedabad,Moderate,Clear,Icy,Auto Rickshaw,20,5,Drunk Driving
1279,6/3/2023 22:30,Hyderabad,Severe,Clear,Dry,Truck,26,2,Weather
1280,1/12/2024 21:04,Bangalore,Severe,Snowy,Potholes,Auto Rickshaw,53,5,Red Light Violation
1281,4/10/2023 12:43,Bangalore,Minor,Snowy,Potholes,Truck,29,5,Speeding
1282,1/15/2023 8:44,Chennai,Severe,Rainy,Wet,Truck,38,3,Weather
1283,2/26/2023 12:08,Chennai,Moderate,Snowy,Potholes,Bike,34,5,Speeding
1284,5/16/2023 1:27,Kolkata,Moderate,Windy,Icy,Truck,31,3,Bad Road Condition
1285,12/20/2024 2:58,Mumbai,Severe,Rainy,Under Construction,Bus,57,3,Red Light Violation
1286,10/23/2023 22:23,Mumbai,Minor,Snowy,Icy,Bus,65,2,Brake Failure
1287,8/1/2024 3:57,Hyderabad,Moderate,Foggy,Dry,Auto Rickshaw,36,5,Bad Road Condition
1288,4/16/2024 8:10,Pune,Severe,Snowy,Under Construction,Bus,55,4,Bad Road Condition
1289,6/19/2023 5:27,Hyderabad,Severe,Windy,Potholes,Bus,64,2,Red Light Violation
1290,10/7/2023 23:31,Delhi,Minor,Snowy,Dry,Truck,65,4,Brake Failure
1291,10/14/2024 20:49,Bangalore,Minor,Windy,Under Construction,Truck,41,1,Bad Road Condition
1292,10/9/2024 11:51,Hyderabad,Severe,Foggy,Dry,Bike,57,4,Bad Road Condition
1293,2/19/2023 13:57,Ahmedabad,Moderate,Clear,Potholes,Auto Rickshaw,30,0,Overtaking
1294,11/11/2024 13:07,Pune,Minor,Clear,Wet,Auto Rickshaw,28,3,Bad Road Condition
1295,2/13/2024 10:33,Chennai,Severe,Foggy,Dry,Car,42,3,Red Light Violation
1296,5/23/2024 21:20,Pune,Severe,Snowy,Dry,Auto Rickshaw,59,0,Red Light Violation
1297,5/22/2024 16:59,Pune,Moderate,Clear,Potholes,Truck,33,2,Brake Failure
1298,12/30/2023 19:34,Ahmedabad,Severe,Snowy,Under Construction,Bike,59,4,Weather
1299,3/5/2024 0:54,Bangalore,Severe,Snowy,Icy,Car,28,4,Weather
1300,7/30/2024 5:56,Ahmedabad,Moderate,Foggy,Wet,Auto Rickshaw,52,1,Overtaking
1301,9/11/2023 9:34,Kolkata,Moderate,Snowy,Under Construction,Bus,18,4,Speeding
1302,10/14/2023 15:02,Mumbai,Minor,Windy,Icy,Bus,28,4,Weather
1303,8/27/2023 16:14,Hyderabad,Moderate,Rainy,Icy,Bicycle,57,0,Red Light Violation
1304,9/12/2024 8:18,Kolkata,Moderate,Rainy,Icy,Bus,32,0,Overtaking
1305,9/11/2024 1:52,Chennai,Severe,Rainy,Dry,Car,59,4,Overtaking
1306,10/15/2023 11:17,Delhi,Moderate,Windy,Icy,Bike,27,5,Bad Road Condition
1307,7/7/2023 21:34,Bangalore,Severe,Snowy,Icy,Bike,60,0,Overtaking
1308,7/1/2024 18:37,Kolkata,Moderate,Snowy,Dry,Auto Rickshaw,19,2,Speeding
1309,5/15/2024 5:52,Bangalore,Moderate,Foggy,Under Construction,Car,31,5,Red Light Violation
1310,6/12/2024 1:13,Hyderabad,Minor,Rainy,Icy,Bike,38,5,Bad Road Condition
1311,2/25/2023 5:37,Pune,Severe,Clear,Icy,Bicycle,65,5,Speeding
1312,11/9/2024 16:11,Kolkata,Minor,Clear,Icy,Truck,29,0,Weather
1313,5/31/2023 12:32,Ahmedabad,Moderate,Clear,Icy,Car,28,2,Red Light Violation
1314,3/13/2023 21:49,Chennai,Minor,Foggy,Under Construction,Car,42,4,Red Light Violation
1315,6/11/2023 4:42,Hyderabad,Moderate,Foggy,Potholes,Bus,26,1,Overtaking
1316,4/27/2023 17:13,Delhi,Severe,Snowy,Icy,Bicycle,53,2,Weather
1317,5/24/2023 12:04,Kolkata,Minor,Snowy,Potholes,Auto Rickshaw,53,4,Bad Road Condition
1318,6/1/2024 8:06,Hyderabad,Minor,Windy,Potholes,Bus,25,4,Weather
1319,9/29/2023 10:51,Ahmedabad,Severe,Snowy,Wet,Auto Rickshaw,54,0,Drunk Driving
1320,2/6/2024 15:05,Kolkata,Moderate,Rainy,Icy,Bike,52,0,Drunk Driving
1321,11/1/2024 0:30,Chennai,Minor,Rainy,Wet,Bicycle,38,2,Red Light Violation
1322,12/24/2023 4:35,Kolkata,Minor,Foggy,Potholes,Bus,47,0,Brake Failure
1323,3/10/2024 8:54,Mumbai,Severe,Rainy,Wet,Bike,18,0,Weather
1324,5/18/2024 9:05,Chennai,Moderate,Snowy,Icy,Car,18,4,Speeding
1325,8/29/2024 12:36,Delhi,Moderate,Rainy,Dry,Bike,44,2,Weather
1326,8/5/2023 16:14,Ahmedabad,Moderate,Foggy,Dry,Auto Rickshaw,20,5,Speeding
1327,2/8/2023 18:02,Delhi,Minor,Clear,Potholes,Auto Rickshaw,33,0,Drunk Driving
1328,2/2/2023 13:29,Pune,Moderate,Foggy,Under Construction,Car,42,5,Speeding
1329,1/16/2023 0:18,Mumbai,Minor,Windy,Potholes,Truck,41,2,Brake Failure
1330,2/7/2023 7:13,Hyderabad,Severe,Windy,Dry,Truck,48,4,Bad Road Condition
1331,1/19/2024 11:26,Pune,Minor,Clear,Dry,Truck,56,1,Drunk Driving
1332,7/26/2023 22:14,Ahmedabad,Severe,Foggy,Potholes,Bike,19,1,Bad Road Condition
1333,1/24/2023 7:34,Hyderabad,Severe,Windy,Under Construction,Truck,26,2,Brake Failure
1334,4/29/2023 21:08,Bangalore,Moderate,Windy,Icy,Bus,60,0,Speeding
1335,2/4/2023 7:20,Mumbai,Minor,Snowy,Wet,Truck,31,5,Weather
1336,2/22/2024 18:49,Delhi,Moderate,Windy,Under Construction,Truck,18,1,Weather
1337,3/22/2024 8:28,Bangalore,Severe,Clear,Dry,Truck,19,0,Bad Road Condition
1338,10/31/2024 8:19,Bangalore,Moderate,Snowy,Potholes,Bike,57,0,Red Light Violation
1339,11/24/2024 17:07,Kolkata,Moderate,Foggy,Under Construction,Bike,39,3,Overtaking
1340,10/29/2024 23:44,Ahmedabad,Severe,Rainy,Wet,Truck,30,3,Weather
1341,5/17/2024 0:31,Mumbai,Moderate,Snowy,Wet,Bicycle,38,2,Speeding
1342,10/26/2023 19:40,Hyderabad,Minor,Foggy,Potholes,Car,27,0,Red Light Violation
1343,5/17/2024 13:09,Bangalore,Severe,Windy,Wet,Car,54,2,Drunk Driving
1344,10/7/2024 2:34,Hyderabad,Moderate,Clear,Wet,Bicycle,40,3,Drunk Driving
1345,12/21/2023 8:26,Kolkata,Minor,Foggy,Potholes,Truck,40,1,Drunk Driving
1346,2/23/2024 5:27,Mumbai,Minor,Clear,Icy,Bicycle,19,1,Red Light Violation
1347,6/8/2024 0:32,Delhi,Moderate,Rainy,Wet,Car,31,1,Brake Failure
1348,10/14/2023 19:45,Kolkata,Severe,Rainy,Under Construction,Truck,19,5,Speeding
1349,7/5/2023 13:40,Delhi,Severe,Clear,Dry,Bicycle,46,2,Overtaking
1350,10/6/2023 4:30,Chennai,Moderate,Foggy,Under Construction,Truck,49,4,Drunk Driving
1351,10/5/2024 0:40,Mumbai,Minor,Rainy,Icy,Car,61,2,Weather
1352,11/11/2024 16:21,Hyderabad,Severe,Foggy,Under Construction,Auto Rickshaw,55,0,Drunk Driving
1353,7/30/2023 2:08,Delhi,Severe,Foggy,Icy,Bus,44,2,Drunk Driving
1354,2/18/2024 6:47,Hyderabad,Severe,Windy,Icy,Truck,23,2,Red Light Violation
1355,8/7/2023 1:39,Pune,Minor,Windy,Dry,Bus,47,0,Weather
1356,5/22/2024 6:42,Kolkata,Minor,Foggy,Wet,Car,52,3,Red Light Violation
1357,8/5/2024 0:47,Ahmedabad,Minor,Clear,Dry,Bus,30,1,Overtaking
1358,5/28/2023 10:55,Mumbai,Severe,Rainy,Potholes,Bus,62,5,Overtaking
1359,10/17/2024 14:03,Pune,Moderate,Snowy,Icy,Auto Rickshaw,34,5,Weather
1360,9/28/2024 15:46,Hyderabad,Severe,Snowy,Dry,Car,55,5,Drunk Driving
1361,7/10/2024 6:35,Bangalore,Minor,Snowy,Dry,Auto Rickshaw,20,1,Bad Road Condition
1362,9/8/2024 16:34,Pune,Moderate,Rainy,Potholes,Truck,51,5,Brake Failure
1363,5/26/2023 15:35,Ahmedabad,Moderate,Foggy,Dry,Bike,60,0,Drunk Driving
1364,11/26/2024 8:12,Ahmedabad,Moderate,Snowy,Under Construction,Bus,45,2,Overtaking
1365,2/8/2023 10:56,Mumbai,Moderate,Foggy,Dry,Bike,63,3,Bad Road Condition
1366,7/23/2023 18:11,Bangalore,Minor,Rainy,Dry,Bus,51,3,Speeding
1367,7/16/2023 10:22,Mumbai,Moderate,Foggy,Wet,Truck,48,2,Bad Road Condition
1368,2/27/2023 18:55,Ahmedabad,Moderate,Snowy,Icy,Auto Rickshaw,18,3,Red Light Violation
1369,8/27/2024 0:44,Bangalore,Moderate,Windy,Wet,Truck,31,2,Drunk Driving
1370,3/22/2024 1:53,Bangalore,Minor,Windy,Potholes,Truck,31,5,Overtaking
1371,7/3/2023 15:32,Mumbai,Severe,Foggy,Wet,Auto Rickshaw,18,2,Speeding
1372,1/26/2023 12:43,Bangalore,Severe,Rainy,Under Construction,Bike,27,4,Overtaking
1373,11/26/2024 17:07,Kolkata,Moderate,Snowy,Under Construction,Bus,28,5,Drunk Driving
1374,10/15/2023 1:23,Bangalore,Moderate,Snowy,Under Construction,Auto Rickshaw,45,2,Overtaking
1375,4/13/2023 8:17,Ahmedabad,Severe,Clear,Wet,Car,23,5,Weather
1376,9/2/2023 22:17,Hyderabad,Moderate,Snowy,Potholes,Auto Rickshaw,48,4,Red Light Violation
1377,3/5/2024 2:53,Delhi,Severe,Clear,Potholes,Bicycle,39,2,Weather
1378,12/21/2024 2:26,Mumbai,Severe,Foggy,Dry,Bike,38,2,Overtaking
1379,4/21/2023 5:56,Bangalore,Severe,Clear,Potholes,Auto Rickshaw,65,5,Red Light Violation
1380,1/14/2023 0:51,Mumbai,Moderate,Snowy,Potholes,Bicycle,58,5,Brake Failure
1381,1/26/2024 0:05,Chennai,Severe,Windy,Under Construction,Bicycle,49,5,Speeding
1382,12/4/2024 3:13,Delhi,Minor,Clear,Icy,Bus,32,2,Brake Failure
1383,5/25/2024 16:32,Bangalore,Severe,Rainy,Wet,Bus,41,5,Brake Failure
1384,10/27/2024 21:11,Chennai,Severe,Windy,Under Construction,Bike,54,4,Speeding
1385,6/13/2023 14:54,Delhi,Minor,Windy,Icy,Bus,39,5,Weather
1386,7/8/2023 10:55,Kolkata,Minor,Clear,Under Construction,Bus,28,1,Speeding
1387,9/12/2024 12:05,Hyderabad,Minor,Snowy,Under Construction,Truck,49,1,Weather
1388,1/4/2024 15:26,Mumbai,Moderate,Foggy,Potholes,Truck,44,4,Weather
1389,7/2/2023 15:29,Delhi,Minor,Windy,Under Construction,Bicycle,64,4,Weather
1390,1/3/2023 4:43,Chennai,Minor,Windy,Icy,Car,31,5,Drunk Driving
1391,4/19/2023 15:21,Mumbai,Severe,Windy,Icy,Bike,24,4,Weather
1392,8/6/2023 17:28,Kolkata,Severe,Clear,Wet,Bus,21,0,Red Light Violation
1393,5/1/2023 19:21,Kolkata,Minor,Clear,Under Construction,Truck,19,5,Speeding
1394,9/17/2024 16:01,Kolkata,Minor,Snowy,Under Construction,Auto Rickshaw,33,4,Red Light Violation
1395,6/18/2024 6:11,Kolkata,Moderate,Clear,Potholes,Auto Rickshaw,36,1,Overtaking
1396,12/9/2023 22:05,Hyderabad,Moderate,Clear,Potholes,Truck,48,0,Weather
1397,4/6/2023 7:39,Chennai,Severe,Clear,Potholes,Truck,60,3,Weather
1398,2/7/2023 12:53,Mumbai,Moderate,Windy,Under Construction,Bus,49,5,Bad Road Condition
1399,11/26/2023 13:10,Ahmedabad,Severe,Windy,Potholes,Bicycle,37,2,Drunk Driving
1400,8/13/2024 10:53,Hyderabad,Minor,Rainy,Potholes,Bus,60,1,Brake Failure
1401,9/23/2024 17:53,Delhi,Minor,Snowy,Dry,Car,58,3,Bad Road Condition
1402,6/23/2023 2:31,Kolkata,Moderate,Snowy,Potholes,Bike,37,2,Overtaking
1403,3/11/2023 8:48,Delhi,Minor,Snowy,Icy,Bus,23,3,Brake Failure
1404,6/19/2024 1:58,Delhi,Moderate,Windy,Wet,Auto Rickshaw,28,2,Weather
1405,9/10/2024 4:40,Kolkata,Moderate,Foggy,Under Construction,Auto Rickshaw,54,1,Brake Failure
1406,1/21/2023 9:31,Ahmedabad,Severe,Clear,Dry,Bus,39,3,Speeding
1407,9/14/2024 0:23,Chennai,Severe,Snowy,Dry,Car,57,4,Brake Failure
1408,3/12/2023 22:48,Hyderabad,Severe,Clear,Under Construction,Bus,58,0,Brake Failure
1409,12/1/2024 19:18,Mumbai,Severe,Clear,Dry,Auto Rickshaw,19,5,Bad Road Condition
1410,5/2/2024 10:33,Bangalore,Severe,Rainy,Under Construction,Bus,41,0,Drunk Driving
1411,11/18/2023 8:30,Bangalore,Severe,Clear,Icy,Truck,54,0,Weather
1412,8/6/2024 8:48,Bangalore,Severe,Snowy,Dry,Truck,62,5,Brake Failure
1413,8/23/2024 20:17,Kolkata,Minor,Rainy,Under Construction,Car,58,4,Brake Failure
1414,6/22/2024 11:21,Hyderabad,Severe,Clear,Wet,Auto Rickshaw,49,0,Speeding
1415,8/14/2023 8:35,Bangalore,Minor,Clear,Under Construction,Car,40,3,Drunk Driving
1416,6/30/2023 21:00,Bangalore,Minor,Snowy,Under Construction,Car,32,0,Speeding
1417,3/31/2023 4:42,Pune,Minor,Windy,Icy,Auto Rickshaw,60,1,Bad Road Condition
1418,7/26/2023 13:34,Ahmedabad,Moderate,Rainy,Icy,Auto Rickshaw,26,3,Brake Failure
1419,5/20/2023 2:08,Kolkata,Minor,Windy,Potholes,Bike,26,1,Bad Road Condition
1420,9/16/2023 14:38,Bangalore,Severe,Snowy,Wet,Bicycle,45,4,Brake Failure
1421,2/22/2023 5:21,Hyderabad,Moderate,Clear,Dry,Bike,49,1,Weather
1422,10/14/2024 9:38,Chennai,Moderate,Windy,Wet,Truck,34,3,Drunk Driving
1423,9/27/2024 6:15,Kolkata,Moderate,Clear,Under Construction,Bike,29,4,Overtaking
1424,3/17/2024 14:14,Pune,Moderate,Foggy,Wet,Car,27,2,Bad Road Condition
